ranking_date,year,semester,rank,team,acronym,total_points,previous_points,diff_points
2007-12-31,2007,2,106,Guatemala,GUA,324.0,324.0,0.0
2007-12-31,2007,2,107,Syria,SYR,317.0,300.0,17.0
2007-12-31,2007,2,108,Bolivia,BOL,313.0,313.0,0.0
2007-12-31,2007,2,109,Burundi,BDI,307.0,277.0,30.0
2007-12-31,2007,2,110,Kenya,KEN,306.0,338.0,-32.0
2007-12-31,2007,2,111,Cape Verde,CPV,301.0,288.0,13.0
2007-12-31,2007,2,112,Kazakhstan,KAZ,284.0,297.0,-13.0
2007-12-31,2007,2,113,Burkina Faso,BFA,283.0,283.0,0.0
2007-12-31,2007,2,114,Namibia,NAM,282.0,282.0,0.0
2007-12-31,2007,2,115,Azerbaijan,AZE,275.0,274.0,1.0
2007-12-31,2007,2,115,Korea DPR,PRK,275.0,275.0,0.0
2007-12-31,2007,2,117,Gambia,GAM,272.0,295.0,-23.0
2007-12-31,2007,2,118,New Caledonia,NCL,271.0,271.0,0.0
2007-12-31,2007,2,119,Kuwait,KUW,270.0,266.0,4.0
2007-12-31,2007,2,120,Jordan,JOR,263.0,263.0,0.0
2007-12-31,2007,2,121,Thailand,THA,261.0,283.0,-22.0
2007-12-31,2007,2,122,Liechtenstein,LIE,260.0,260.0,0.0
2007-12-31,2007,2,123,Solomon Islands,SOL,250.0,250.0,0.0
2007-12-31,2007,2,124,Estonia,EST,229.0,223.0,6.0
2007-12-31,2007,2,125,Hong Kong,HKG,228.0,222.0,6.0
2007-12-31,2007,2,126,Singapore,SGP,224.0,212.0,12.0
2007-12-31,2007,2,127,Turkmenistan,TKM,222.0,229.0,-7.0
2007-12-31,2007,2,128,Barbados,BRB,221.0,258.0,-37.0
2007-12-31,2007,2,128,Guyana,GUY,221.0,362.0,-141.0
2007-12-31,2007,2,130,Mauritania,MTN,212.0,212.0,0.0
2007-12-31,2007,2,131,Fiji,FIJ,208.0,208.0,0.0
2007-12-31,2007,2,132,Eritrea,ERI,199.0,238.0,-39.0
2007-12-31,2007,2,133,Indonesia,IDN,189.0,202.0,-13.0
2007-12-31,2007,2,134,El Salvador,SLV,188.0,175.0,13.0
2007-12-31,2007,2,134,Lebanon,LBN,188.0,186.0,2.0
2007-12-31,2007,2,136,Malta,MLT,184.0,183.0,1.0
2007-12-31,2007,2,137,Tajikistan,TJK,183.0,199.0,-16.0
2007-12-31,2007,2,138,Malawi,MWI,182.0,212.0,-30.0
2007-12-31,2007,2,139,Kyrgyz Republic,KGZ,180.0,190.0,-10.0
2007-12-31,2007,2,140,Vanuatu,VAN,175.0,175.0,0.0
2007-12-31,2007,2,141,Chad,CHA,171.0,171.0,0.0
2007-12-31,2007,2,142,Vietnam,VIE,159.0,178.0,-19.0
2007-12-31,2007,2,143,India,IND,158.0,162.0,-4.0
2007-12-31,2007,2,144,Yemen,YEM,155.0,165.0,-10.0
2007-12-31,2007,2,145,Liberia,LBR,152.0,152.0,0.0
2007-12-31,2007,2,146,Samoa,SAM,142.0,142.0,0.0
2007-12-31,2007,2,147,Bermuda,BER,140.0,184.0,-44.0
2007-12-31,2007,2,148,Eswatini,SWZ,131.0,131.0,0.0
2007-12-31,2007,2,149,Luxembourg,LUX,127.0,127.0,0.0
2007-12-31,2007,2,149,Madagascar,MAD,127.0,127.0,0.0
2007-12-31,2007,2,151,Antigua and Barbuda,ATG,120.0,104.0,16.0
2007-12-31,2007,2,151,Maldives,MDV,120.0,139.0,-19.0
2007-12-31,2007,2,153,Suriname,SUR,116.0,135.0,-19.0
2007-12-31,2007,2,154,Lesotho,LES,113.0,115.0,-2.0
2007-12-31,2007,2,155,Niger,NIG,103.0,103.0,0.0
2007-12-31,2007,2,156,Sierra Leone,SLE,102.0,112.0,-10.0
2007-12-31,2007,2,157,Myanmar,MYA,100.0,104.0,-4.0
2007-12-31,2007,2,158,Mauritius,MRI,99.0,99.0,0.0
2007-12-31,2007,2,159,Malaysia,MAS,98.0,100.0,-2.0
2007-12-31,2007,2,160,St. Kitts and Nevis,SKN,97.0,100.0,-3.0
2007-12-31,2007,2,161,Nicaragua,NCA,96.0,96.0,0.0
2007-12-31,2007,2,162,Tahiti,TAH,94.0,94.0,0.0
2007-12-31,2007,2,163,Pakistan,PAK,89.0,86.0,3.0
2007-12-31,2007,2,163,Seychelles,SEY,89.0,89.0,0.0
2007-12-31,2007,2,165,Palestine,PLE,86.0,77.0,9.0
2007-12-31,2007,2,166,Dominican Republic,DOM,83.0,143.0,-60.0
2007-12-31,2007,2,167,Sri Lanka,SRI,82.0,74.0,8.0
2007-12-31,2007,2,168,Bangladesh,BAN,79.0,59.0,20.0
2007-12-31,2007,2,169,Taiwan,TPE,78.0,94.0,-16.0
2007-12-31,2007,2,170,Tonga,TGA,77.0,77.0,0.0
2007-12-31,2007,2,171,Guinea-Bissau,GNB,72.0,32.0,40.0
2007-12-31,2007,2,172,Montenegro,MNE,65.0,65.0,0.0
2007-12-31,2007,2,172,Montenegro,MNE,65.0,65.0,0.0
2007-12-31,2007,2,174,Djibouti,DJI,64.0,53.0,11.0
2007-12-31,2007,2,175,Bahamas,BAH,58.0,68.0,-10.0
2007-12-31,2007,2,176,Andorra,AND,57.0,57.0,0.0
2007-12-31,2007,2,177,Grenada,GRN,45.0,69.0,-24.0
2007-12-31,2007,2,177,Laos,LAO,45.0,53.0,-8.0
2007-12-31,2007,2,179,Mongolia,MNG,44.0,44.0,0.0
2007-12-31,2007,2,180,Philippines,PHI,40.0,40.0,0.0
2007-12-31,2007,2,181,St. Lucia,LCA,34.0,48.0,-14.0
2007-12-31,2007,2,182,Turks and Caicos Islands,TCA,32.0,32.0,0.0
2007-12-31,2007,2,183,Central African Republic,CTA,31.0,20.0,11.0
2007-12-31,2007,2,184,Cambodia,CAM,30.0,30.0,0.0
2007-12-31,2007,2,184,Curaçao,ANT,30.0,30.0,0.0
2007-12-31,2007,2,184,Papua New Guinea,PNG,30.0,30.0,0.0
2007-12-31,2007,2,187,Nepal,NEP,29.0,24.0,5.0
2007-12-31,2007,2,188,Comoros,COM,26.0,26.0,0.0
2007-12-31,2007,2,189,Brunei Darussalam,BRU,24.0,24.0,0.0
2007-12-31,2007,2,190,Dominica,DMA,21.0,21.0,0.0
2007-12-31,2007,2,191,Macau,MAC,18.0,18.0,0.0
2007-12-31,2007,2,192,Afghanistan,AFG,16.0,21.0,-5.0
2007-12-31,2007,2,193,British Virgin Islands,VGB,13.0,34.0,-21.0
2007-12-31,2007,2,193,Cayman Islands,CAY,13.0,20.0,-7.0
2007-12-31,2007,2,195,Faroe Islands,FRO,12.0,12.0,0.0
2007-12-31,2007,2,196,Somalia,SOM,8.0,13.0,-5.0
2007-12-31,2007,2,197,Puerto Rico,PUR,7.0,10.0,-3.0
2007-12-31,2007,2,198,San Marino,SMR,6.0,6.0,0.0
2007-12-31,2007,2,199,Anguilla,AIA,4.0,4.0,0.0
2007-12-31,2007,2,199,Bhutan,BHU,4.0,4.0,0.0
2007-12-31,2007,2,201,Cook Islands,COK,2.0,2.0,0.0
2007-12-31,2007,2,202,American Samoa,ASA,0.0,0.0,0.0
2007-12-31,2007,2,202,Aruba,ARU,0.0,0.0,0.0
2007-12-31,2007,2,202,Belize,BLZ,0.0,0.0,0.0
2007-12-31,2007,2,202,Guam,GUM,0.0,0.0,0.0
2007-12-31,2007,2,202,Montserrat,MSR,0.0,0.0,0.0
2007-12-31,2007,2,202,Sao Tome e Principe,STP,0.0,0.0,0.0
2007-12-31,2007,2,202,Timor-Leste,TLS,0.0,0.0,0.0
2007-12-31,2007,2,202,United States Virgin Islands,VIR,0.0,0.0,0.0
2008-06-30,2008,1,1,Spain,ESP,1557.0,1303.0,254.0
2008-06-30,2008,1,2,Italy,ITA,1404.0,1424.0,-20.0
2008-06-30,2008,1,3,Germany,GER,1364.0,1274.0,90.0
2008-06-30,2008,1,4,Brazil,BRA,1344.0,1513.0,-169.0
2008-06-30,2008,1,5,Netherlands,NED,1299.0,1111.0,188.0
2008-06-30,2008,1,6,Argentina,ARG,1298.0,1559.0,-261.0
2008-06-30,2008,1,7,Croatia,CRO,1282.0,1017.0,265.0
2008-06-30,2008,1,8,Czechia,CZE,1146.0,1246.0,-100.0
2008-06-30,2008,1,9,Portugal,POR,1104.0,1094.0,10.0
2008-06-30,2008,1,10,France,FRA,1053.0,1143.0,-90.0
2008-06-30,2008,1,11,Russia,RUS,1023.0,846.0,177.0
2008-06-30,2008,1,12,Romania,ROU,1021.0,1069.0,-48.0
2008-06-30,2008,1,13,Cameroon,CMR,1011.0,1041.0,-30.0
2008-06-30,2008,1,14,Turkey,TUR,1010.0,877.0,133.0
2008-06-30,2008,1,15,England,ENG,1003.0,1123.0,-120.0
2008-06-30,2008,1,16,Scotland,SCO,988.0,978.0,10.0
2008-06-30,2008,1,17,Bulgaria,BUL,930.0,949.0,-19.0
2008-06-30,2008,1,18,Greece,GRE,911.0,1133.0,-222.0
2008-06-30,2008,1,19,Mexico,MEX,906.0,1020.0,-114.0
2008-06-30,2008,1,20,Ghana,GHA,885.0,986.0,-101.0
2008-06-30,2008,1,21,Israel,ISR,876.0,872.0,4.0
2008-06-30,2008,1,22,Uruguay,URU,870.0,817.0,53.0
2008-06-30,2008,1,23,Colombia,COL,869.0,904.0,-35.0
2008-06-30,2008,1,24,Egypt,EGY,842.0,848.0,-6.0
2008-06-30,2008,1,25,Paraguay,PAR,832.0,805.0,27.0
2008-06-30,2008,1,26,Nigeria,NGA,801.0,709.0,92.0
2008-06-30,2008,1,26,Sweden,SWE,801.0,799.0,2.0
2008-06-30,2008,1,28,Côte d'Ivoire,CIV,790.0,838.0,-48.0
2008-06-30,2008,1,29,Ukraine,UKR,786.0,791.0,-5.0
2008-06-30,2008,1,30,United States,USA,780.0,874.0,-94.0
2008-06-30,2008,1,31,Norway,NOR,778.0,814.0,-36.0
2008-06-30,2008,1,32,Poland,POL,773.0,805.0,-32.0
2008-06-30,2008,1,33,Northern Ireland,NIR,750.0,752.0,-2.0
2008-06-30,2008,1,34,Japan,JPN,745.0,695.0,50.0
2008-06-30,2008,1,35,Serbia,SRB,740.0,694.0,46.0
2008-06-30,2008,1,36,Denmark,DEN,722.0,750.0,-28.0
2008-06-30,2008,1,37,Iran,IRN,689.0,603.0,86.0
2008-06-30,2008,1,37,Morocco,MAR,689.0,690.0,-1.0
2008-06-30,2008,1,39,Guinea,GUI,670.0,679.0,-9.0
2008-06-30,2008,1,40,Australia,AUS,668.0,708.0,-40.0
2008-06-30,2008,1,41,Republic of Ireland,IRL,666.0,674.0,-8.0
2008-06-30,2008,1,42,Senegal,SEN,658.0,667.0,-9.0
2008-06-30,2008,1,43,Chile,CHI,654.0,623.0,31.0
2008-06-30,2008,1,44,Finland,FIN,653.0,697.0,-44.0
2008-06-30,2008,1,45,Switzerland,SUI,645.0,644.0,1.0
2008-06-30,2008,1,46,Belgium,BEL,637.0,600.0,37.0
2008-06-30,2008,1,47,Tunisia,TUN,629.0,594.0,35.0
2008-06-30,2008,1,48,Honduras,HON,624.0,696.0,-72.0
2008-06-30,2008,1,49,Saudi Arabia,KSA,623.0,573.0,50.0
2008-06-30,2008,1,50,Moldova,MDA,622.0,583.0,39.0
2008-06-30,2008,1,51,Mali,MLI,619.0,630.0,-11.0
2008-06-30,2008,1,52,Hungary,HUN,591.0,580.0,11.0
2008-06-30,2008,1,53,South Korea,KOR,590.0,632.0,-42.0
2008-06-30,2008,1,54,Wales,WAL,578.0,578.0,0.0
2008-06-30,2008,1,55,Uzbekistan,UZB,562.0,537.0,25.0
2008-06-30,2008,1,56,FYR Macedonia,MKD,548.0,544.0,4.0
2008-06-30,2008,1,57,Belarus,BLR,536.0,540.0,-4.0
2008-06-30,2008,1,58,Iraq,IRQ,526.0,435.0,91.0
2008-06-30,2008,1,59,Lithuania,LTU,520.0,523.0,-3.0
2008-06-30,2008,1,60,Ecuador,ECU,511.0,532.0,-21.0
2008-06-30,2008,1,61,Angola,ANG,507.0,556.0,-49.0
2008-06-30,2008,1,61,Venezuela,VEN,507.0,521.0,-14.0
2008-06-30,2008,1,63,Cyprus,CYP,503.0,503.0,0.0
2008-06-30,2008,1,64,Burkina Faso,BFA,496.0,271.0,225.0
2008-06-30,2008,1,65,Slovakia,SVK,486.0,494.0,-8.0
2008-06-30,2008,1,66,Latvia,LVA,484.0,462.0,22.0
2008-06-30,2008,1,67,Peru,PER,481.0,503.0,-22.0
2008-06-30,2008,1,67,South Africa,RSA,481.0,469.0,12.0
2008-06-30,2008,1,69,Panama,PAN,466.0,524.0,-58.0
2008-06-30,2008,1,69,Togo,TOG,466.0,465.0,1.0
2008-06-30,2008,1,71,Bolivia,BOL,460.0,344.0,116.0
2008-06-30,2008,1,72,Bahrain,BHR,456.0,439.0,17.0
2008-06-30,2008,1,73,Zambia,ZAM,452.0,462.0,-10.0
2008-06-30,2008,1,74,Bosnia and Herzegovina,BIH,448.0,487.0,-39.0
2008-06-30,2008,1,74,Gabon,GAB,448.0,335.0,113.0
2008-06-30,2008,1,76,DR Congo,COD,444.0,408.0,36.0
2008-06-30,2008,1,77,Canada,CAN,441.0,524.0,-83.0
2008-06-30,2008,1,78,Cuba,CUB,438.0,302.0,136.0
2008-06-30,2008,1,79,Costa Rica,CRC,433.0,413.0,20.0
2008-06-30,2008,1,80,Qatar,QAT,428.0,373.0,55.0
2008-06-30,2008,1,81,Slovenia,SVN,426.0,410.0,16.0
2008-06-30,2008,1,82,Zimbabwe,ZIM,421.0,367.0,54.0
2008-06-30,2008,1,83,China PR,CHN,407.0,384.0,23.0
2008-06-30,2008,1,84,Equatorial Guinea,EQG,403.0,422.0,-19.0
2008-06-30,2008,1,85,Cape Verde,CPV,400.0,283.0,117.0
2008-06-30,2008,1,86,Oman,OMA,397.0,380.0,17.0
2008-06-30,2008,1,87,Rwanda,RWA,396.0,297.0,99.0
2008-06-30,2008,1,87,Suriname,SUR,396.0,173.0,223.0
2008-06-30,2008,1,89,Georgia,GEO,393.0,383.0,10.0
2008-06-30,2008,1,90,Libya,LBY,391.0,369.0,22.0
2008-06-30,2008,1,91,Gambia,GAM,387.0,334.0,53.0
2008-06-30,2008,1,92,Kenya,KEN,384.0,256.0,128.0
2008-06-30,2008,1,93,Algeria,ALG,383.0,303.0,80.0
2008-06-30,2008,1,94,Jamaica,JAM,373.0,326.0,47.0
2008-06-30,2008,1,94,Korea DPR,PRK,373.0,247.0,126.0
2008-06-30,2008,1,96,Armenia,ARM,372.0,392.0,-20.0
2008-06-30,2008,1,97,Uganda,UGA,370.0,325.0,45.0
2008-06-30,2008,1,98,Iceland,ISL,369.0,367.0,2.0
2008-06-30,2008,1,99,Benin,BEN,361.0,304.0,57.0
2008-06-30,2008,1,100,Albania,ALB,359.0,375.0,-16.0
2008-06-30,2008,1,100,Congo,CGO,359.0,276.0,83.0
2008-06-30,2008,1,102,Syria,SYR,358.0,332.0,26.0
2008-06-30,2008,1,102,Trinidad and Tobago,TRI,358.0,365.0,-7.0
2008-06-30,2008,1,104,Guatemala,GUA,351.0,350.0,1.0
2008-06-30,2008,1,105,Austria,AUT,349.0,341.0,8.0
2008-06-30,2008,1,106,United Arab Emirates,UAE,348.0,334.0,14.0
2008-06-30,2008,1,107,Malawi,MWI,346.0,233.0,113.0
2008-06-30,2008,1,108,Ethiopia,ETH,335.0,214.0,121.0
2008-06-30,2008,1,109,Mozambique,MOZ,332.0,344.0,-12.0
2008-06-30,2008,1,110,Sudan,SDN,326.0,301.0,25.0
2008-06-30,2008,1,111,Thailand,THA,317.0,339.0,-22.0
2008-06-30,2008,1,112,Botswana,BOT,316.0,294.0,22.0
2008-06-30,2008,1,112,New Zealand,NZL,316.0,356.0,-40.0
2008-06-30,2008,1,114,Jordan,JOR,301.0,320.0,-19.0
2008-06-30,2008,1,115,Tanzania,TAN,280.0,304.0,-24.0
2008-06-30,2008,1,116,Kuwait,KUW,269.0,261.0,8.0
2008-06-30,2008,1,117,El Salvador,SLV,262.0,242.0,20.0
2008-06-30,2008,1,118,Bermuda,BER,260.0,185.0,75.0
2008-06-30,2008,1,119,Haiti,HAI,259.0,262.0,-3.0
2008-06-30,2008,1,120,Estonia,EST,256.0,239.0,17.0
2008-06-30,2008,1,120,Hong Kong,HKG,256.0,252.0,4.0
2008-06-30,2008,1,122,Guyana,GUY,254.0,289.0,-35.0
2008-06-30,2008,1,123,Eswatini,SWZ,239.0,109.0,130.0
2008-06-30,2008,1,124,Kazakhstan,KAZ,233.0,235.0,-2.0
2008-06-30,2008,1,124,Vietnam,VIE,233.0,266.0,-33.0
2008-06-30,2008,1,126,New Caledonia,NCL,232.0,237.0,-5.0
2008-06-30,2008,1,127,Chad,CHA,231.0,162.0,69.0
2008-06-30,2008,1,127,Singapore,SGP,231.0,226.0,5.0
2008-06-30,2008,1,129,Liechtenstein,LIE,230.0,214.0,16.0
2008-06-30,2008,1,130,Madagascar,MAD,225.0,198.0,27.0
2008-06-30,2008,1,131,Namibia,NAM,224.0,254.0,-30.0
2008-06-30,2008,1,132,Indonesia,IDN,223.0,224.0,-1.0
2008-06-30,2008,1,133,Burundi,BDI,220.0,246.0,-26.0
2008-06-30,2008,1,134,Malta,MLT,204.0,202.0,2.0
2008-06-30,2008,1,135,Antigua and Barbuda,ATG,201.0,236.0,-35.0
2008-06-30,2008,1,136,Solomon Islands,SOL,200.0,229.0,-29.0
2008-06-30,2008,1,137,Barbados,BRB,193.0,239.0,-46.0
2008-06-30,2008,1,137,Sierra Leone,SLE,193.0,102.0,91.0
2008-06-30,2008,1,139,Azerbaijan,AZE,191.0,203.0,-12.0
2008-06-30,2008,1,139,Grenada,GRN,191.0,176.0,15.0
2008-06-30,2008,1,139,Liberia,LBR,191.0,197.0,-6.0
2008-06-30,2008,1,142,Eritrea,ERI,190.0,220.0,-30.0
2008-06-30,2008,1,143,Yemen,YEM,189.0,187.0,2.0
2008-06-30,2008,1,144,Mauritania,MTN,184.0,193.0,-9.0
2008-06-30,2008,1,145,Kyrgyz Republic,KGZ,183.0,183.0,0.0
2008-06-30,2008,1,146,Montenegro,MNE,180.0,180.0,0.0
2008-06-30,2008,1,146,Puerto Rico,PUR,180.0,145.0,35.0
2008-06-30,2008,1,148,Fiji,FIJ,174.0,174.0,0.0
2008-06-30,2008,1,149,Curaçao,ANT,171.0,167.0,4.0
2008-06-30,2008,1,150,Lebanon,LBN,169.0,183.0,-14.0
2008-06-30,2008,1,151,St. Vincent / Grenadines,VIN,162.0,166.0,-4.0
2008-06-30,2008,1,152,Luxembourg,LUX,149.0,136.0,13.0
2008-06-30,2008,1,153,India,IND,137.0,136.0,1.0
2008-06-30,2008,1,154,Tajikistan,TJK,135.0,136.0,-1.0
2008-06-30,2008,1,155,Vanuatu,VAN,131.0,140.0,-9.0
2008-06-30,2008,1,156,Maldives,MDV,129.0,116.0,13.0
2008-06-30,2008,1,157,Samoa,SAM,128.0,128.0,0.0
2008-06-30,2008,1,158,Turkmenistan,TKM,127.0,144.0,-17.0
2008-06-30,2008,1,159,Lesotho,LES,118.0,144.0,-26.0
2008-06-30,2008,1,160,St. Kitts and Nevis,SKN,113.0,132.0,-19.0
2008-06-30,2008,1,161,Sri Lanka,SRI,111.0,105.0,6.0
2008-06-30,2008,1,162,St. Lucia,LCA,108.0,97.0,11.0
2008-06-30,2008,1,163,Mauritius,MRI,101.0,123.0,-22.0
2008-06-30,2008,1,164,Myanmar,MYA,100.0,100.0,0.0
2008-06-30,2008,1,165,Seychelles,SEY,98.0,101.0,-3.0
2008-06-30,2008,1,166,Bahamas,BAH,96.0,96.0,0.0
2008-06-30,2008,1,166,Malaysia,MAS,96.0,94.0,2.0
2008-06-30,2008,1,166,Turks and Caicos Islands,TCA,96.0,96.0,0.0
2008-06-30,2008,1,169,Pakistan,PAK,89.0,110.0,-21.0
2008-06-30,2008,1,169,Philippines,PHI,89.0,89.0,0.0
2008-06-30,2008,1,171,British Virgin Islands,VGB,79.0,79.0,0.0
2008-06-30,2008,1,172,Niger,NIG,74.0,89.0,-15.0
2008-06-30,2008,1,172,Palestine,PLE,74.0,72.0,2.0
2008-06-30,2008,1,174,Guinea-Bissau,GNB,72.0,72.0,0.0
2008-06-30,2008,1,175,Belize,BLZ,71.0,85.0,-14.0
2008-06-30,2008,1,176,Taiwan,TPE,68.0,78.0,-10.0
2008-06-30,2008,1,177,Dominican Republic,DOM,66.0,66.0,0.0
2008-06-30,2008,1,177,Nepal,NEP,66.0,69.0,-3.0
2008-06-30,2008,1,179,Tahiti,TAH,64.0,78.0,-14.0
2008-06-30,2008,1,179,Tonga,TGA,64.0,64.0,0.0
2008-06-30,2008,1,181,Afghanistan,AFG,53.0,53.0,0.0
2008-06-30,2008,1,182,Bangladesh,BAN,52.0,51.0,1.0
2008-06-30,2008,1,183,Andorra,AND,51.0,49.0,2.0
2008-06-30,2008,1,184,Cambodia,CAM,50.0,48.0,2.0
2008-06-30,2008,1,185,Nicaragua,NCA,45.0,47.0,-2.0
2008-06-30,2008,1,186,Djibouti,DJI,40.0,64.0,-24.0
2008-06-30,2008,1,187,Brunei Darussalam,BRU,36.0,36.0,0.0
2008-06-30,2008,1,187,Cayman Islands,CAY,36.0,36.0,0.0
2008-06-30,2008,1,189,Laos,LAO,34.0,34.0,0.0
2008-06-30,2008,1,190,Bhutan,BHU,32.0,11.0,21.0
2008-06-30,2008,1,191,Dominica,DMA,25.0,25.0,0.0
2008-06-30,2008,1,192,Mongolia,MNG,24.0,41.0,-17.0
2008-06-30,2008,1,193,United States Virgin Islands,VIR,17.0,17.0,0.0
2008-06-30,2008,1,194,Comoros,COM,13.0,13.0,0.0
2008-06-30,2008,1,195,Faroe Islands,FRO,12.0,14.0,-2.0
2008-06-30,2008,1,196,Macau,MAC,11.0,12.0,-1.0
2008-06-30,2008,1,197,Somalia,SOM,8.0,8.0,0.0
2008-06-30,2008,1,198,Central African Republic,CTA,6.0,6.0,0.0
2008-06-30,2008,1,199,American Samoa,ASA,0.0,0.0,0.0
2008-06-30,2008,1,199,Anguilla,AIA,0.0,0.0,0.0
2008-06-30,2008,1,199,Aruba,ARU,0.0,0.0,0.0
2008-06-30,2008,1,199,Cook Islands,COK,0.0,0.0,0.0
2008-06-30,2008,1,199,Guam,GUM,0.0,0.0,0.0
2008-06-30,2008,1,199,Montserrat,MSR,0.0,0.0,0.0
2008-06-30,2008,1,199,Papua New Guinea,PNG,0.0,0.0,0.0
2008-06-30,2008,1,199,San Marino,SMR,0.0,0.0,0.0
2008-06-30,2008,1,199,Sao Tome e Principe,STP,0.0,0.0,0.0
2008-06-30,2008,1,199,Timor-Leste,TLS,0.0,0.0,0.0
2008-12-31,2008,2,1,Spain,ESP,1663.0,1657.0,6.0
2008-12-31,2008,2,2,Germany,GER,1381.0,1413.0,-32.0
2008-12-31,2008,2,3,Netherlands,NED,1338.0,1306.0,32.0
2008-12-31,2008,2,4,Italy,ITA,1326.0,1356.0,-30.0
2008-12-31,2008,2,5,Brazil,BRA,1246.0,1286.0,-40.0
2008-12-31,2008,2,6,Argentina,ARG,1180.0,1181.0,-1.0
2008-12-31,2008,2,7,Croatia,CRO,1142.0,1158.0,-16.0
2008-12-31,2008,2,8,England,ENG,1115.0,1058.0,57.0
2008-12-31,2008,2,9,Russia,RUS,1103.0,1079.0,24.0
2008-12-31,2008,2,10,Turkey,TUR,1016.0,1032.0,-16.0
2008-12-31,2008,2,11,Czechia,CZE,1007.0,1062.0,-55.0
2008-12-31,2008,2,11,France,FRA,1007.0,1035.0,-28.0
2008-12-31,2008,2,11,Portugal,POR,1007.0,1058.0,-51.0
2008-12-31,2008,2,14,Cameroon,CMR,989.0,1013.0,-24.0
2008-12-31,2008,2,15,Ukraine,UKR,909.0,883.0,26.0
2008-12-31,2008,2,16,Egypt,EGY,894.0,879.0,15.0
2008-12-31,2008,2,17,Paraguay,PAR,889.0,934.0,-45.0
2008-12-31,2008,2,18,Israel,ISR,877.0,1004.0,-127.0
2008-12-31,2008,2,19,Nigeria,NGA,876.0,852.0,24.0
2008-12-31,2008,2,20,Greece,GRE,872.0,907.0,-35.0
2008-12-31,2008,2,21,Romania,ROU,858.0,892.0,-34.0
2008-12-31,2008,2,22,United States,USA,853.0,834.0,19.0
2008-12-31,2008,2,23,Uruguay,URU,828.0,838.0,-10.0
2008-12-31,2008,2,24,Switzerland,SUI,824.0,799.0,25.0
2008-12-31,2008,2,25,Ghana,GHA,815.0,805.0,10.0
2008-12-31,2008,2,26,Mexico,MEX,811.0,827.0,-16.0
2008-12-31,2008,2,27,Bulgaria,BUL,782.0,951.0,-169.0
2008-12-31,2008,2,28,Australia,AUS,777.0,739.0,38.0
2008-12-31,2008,2,29,Côte d'Ivoire,CIV,771.0,780.0,-9.0
2008-12-31,2008,2,30,Serbia,SRB,761.0,775.0,-14.0
2008-12-31,2008,2,31,Chile,CHI,757.0,753.0,4.0
2008-12-31,2008,2,32,Sweden,SWE,748.0,776.0,-28.0
2008-12-31,2008,2,33,Scotland,SCO,739.0,761.0,-22.0
2008-12-31,2008,2,34,Poland,POL,735.0,765.0,-30.0
2008-12-31,2008,2,35,Japan,JPN,734.0,722.0,12.0
2008-12-31,2008,2,36,Ecuador,ECU,729.0,771.0,-42.0
2008-12-31,2008,2,37,Denmark,DEN,716.0,757.0,-41.0
2008-12-31,2008,2,38,Republic of Ireland,IRL,711.0,751.0,-40.0
2008-12-31,2008,2,39,Guinea,GUI,701.0,691.0,10.0
2008-12-31,2008,2,40,Honduras,HON,689.0,623.0,66.0
2008-12-31,2008,2,41,Morocco,MAR,649.0,646.0,3.0
2008-12-31,2008,2,42,South Korea,KOR,631.0,589.0,42.0
2008-12-31,2008,2,43,Iran,IRN,626.0,642.0,-16.0
2008-12-31,2008,2,44,Slovakia,SVK,621.0,627.0,-6.0
2008-12-31,2008,2,45,Mali,MLI,615.0,603.0,12.0
2008-12-31,2008,2,46,Tunisia,TUN,605.0,613.0,-8.0
2008-12-31,2008,2,47,Hungary,HUN,603.0,551.0,52.0
2008-12-31,2008,2,48,Saudi Arabia,KSA,600.0,590.0,10.0
2008-12-31,2008,2,49,Colombia,COL,597.0,686.0,-89.0
2008-12-31,2008,2,50,Senegal,SEN,587.0,593.0,-6.0
2008-12-31,2008,2,51,Lithuania,LTU,583.0,677.0,-94.0
2008-12-31,2008,2,52,Northern Ireland,NIR,580.0,670.0,-90.0
2008-12-31,2008,2,53,Costa Rica,CRC,578.0,542.0,36.0
2008-12-31,2008,2,54,Belgium,BEL,548.0,571.0,-23.0
2008-12-31,2008,2,55,Finland,FIN,535.0,611.0,-76.0
2008-12-31,2008,2,56,FYR Macedonia,MKD,533.0,603.0,-70.0
2008-12-31,2008,2,57,Slovenia,SVN,532.0,541.0,-9.0
2008-12-31,2008,2,58,Bolivia,BOL,528.0,463.0,65.0
2008-12-31,2008,2,59,Norway,NOR,526.0,572.0,-46.0
2008-12-31,2008,2,60,Wales,WAL,522.0,518.0,4.0
2008-12-31,2008,2,61,Bosnia and Herzegovina,BIH,517.0,492.0,25.0
2008-12-31,2008,2,62,Burkina Faso,BFA,512.0,521.0,-9.0
2008-12-31,2008,2,62,Gabon,GAB,512.0,535.0,-23.0
2008-12-31,2008,2,64,Algeria,ALG,501.0,514.0,-13.0
2008-12-31,2008,2,65,Jamaica,JAM,487.0,421.0,66.0
2008-12-31,2008,2,65,Venezuela,VEN,487.0,497.0,-10.0
2008-12-31,2008,2,67,Latvia,LVA,485.0,500.0,-15.0
2008-12-31,2008,2,68,Congo,CGO,484.0,475.0,9.0
2008-12-31,2008,2,68,Kenya,KEN,484.0,413.0,71.0
2008-12-31,2008,2,70,Angola,ANG,482.0,476.0,6.0
2008-12-31,2008,2,71,Uganda,UGA,468.0,421.0,47.0
